ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
20454	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62433562	62433699	62422874	62423067	62438337	62438481	20454	18,20,12,9,11,20	0,0,0,0,0,0	30,30,18,46,28,42	0,0,1,0,1,0	233	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.881,1.0,0.92,1.0	0.033
20455	"ENSMUSG00000021451"	"Sema4d"	chr13	-	51700836	51701040	51691288	51691498	51704952	51704971	20455	0,1,0,2,2,0	3,0,0,1,0,0	0,6,3,4,0,8	0,1,0,1,0,4	300	96	1	1.0	0.0,1.0,NA,0.39,1.0,NA	NA,0.658,1.0,0.561,NA,0.39	-0.055
20458	"ENSMUSG00000021451"	"Sema4d"	chr13	-	51734506	51734570	51725223	51725542	51763251	51763320	20458	1,1,1,0,0,0	1,7,3,5,3,9	1,0,0,0,2,0	2,3,0,4,2,8	160	96	1	1.0	0.375,0.079,0.167,0.0,0.0,0.0	0.231,0.0,NA,0.0,0.375,0.0	-0.018
20462	"ENSMUSG00000019173"	"Rab5c"	chr11	-	100719914	100720168	100718430	100718582	100738077	100738215	20462	132,199,72,115,94,148	0,0,0,0,0,0	107,174,148,273,178,215	0,0,0,0,0,1	350	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.983	0.003
20463	"ENSMUSG00000019173"	"Rab5c"	chr11	-	100721500	100721650	100719976	100720168	100738077	100738176	20463	0,0,1,0,0,0	29,51,7,19,17,25	0,0,0,0,0,0	21,37,23,54,27,39	246	96	1	1.0	0.0,0.0,0.053,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.009
20465	"ENSMUSG00000074628"	"Tldc2"	chr2	+	157095295	157095369	157091630	157091726	157096345	157096481	20465	1,1,0,1,2,3	0,0,0,0,0,0	0,2,2,0,1,0	0,0,0,1,0,0	170	96	1	1.0	1.0,1.0,NA,1.0,1.0,1.0	NA,1.0,1.0,0.0,1.0,NA	0.25
20466	"ENSMUSG00000003099"	"Ppp5c"	chr7	-	17008992	17009058	17008613	17008712	17009874	17009996	20466	36,40,11,22,25,25	0,0,0,0,0,0	10,30,26,38,24,31	0,0,0,0,1,0	162	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.934,1.0	0.011
20468	"ENSMUSG00000031590"	"Frg1"	chr8	-	41414802	41414873	41411222	41411348	41416899	41417074	20468	10,16,12,10,12,11	0,0,1,0,0,0	3,5,12,14,7,12	0,0,0,0,0,0	167	96	1	1.0	1.0,1.0,0.873,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.021
20470	"ENSMUSG00000040812"	"Agbl2"	chr2	+	90789778	90789832	90788932	90789067	90791459	90791612	20470	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,1	0,0,0,0,0,0	150	96	1	1.0	0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0	-1.0
20471	"ENSMUSG00000047888"	"Tnrc6b"	chr15	+	80747405	80747473	80711312	80711488	80759539	80759630	20471	0,3,2,1,1,0	0,0,0,0,0,0	1,2,3,1,1,2	0,0,0,0,0,1	164	96	1	1.0	NA,1.0,1.0,1.0,1.0,NA	1.0,1.0,1.0,1.0,1.0,0.539	0.077
20472	"ENSMUSG00000047888"	"Tnrc6b"	chr15	+	80882943	80883102	80878866	80881206	80884206	80884382	20472	3,1,1,1,1,3	0,0,0,0,0,2	0,0,3,3,1,7	0,0,0,0,0,0	255	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.361	NA,NA,1.0,1.0,1.0,1.0	-0.107
20473	"ENSMUSG00000047888"	"Tnrc6b"	chr15	+	80890105	80890276	80889149	80889155	80894328	80894334	20473	0,0,0,0,0,0	3,4,0,2,0,1	0,0,0,1,0,0	1,0,0,2,2,0	267	96	1	1.0	0.0,0.0,NA,0.0,NA,0.0	0.0,NA,NA,0.152,0.0,NA	-0.051
20474	"ENSMUSG00000047888"	"Tnrc6b"	chr15	+	80918510	80918606	80917950	80918097	80923457	80923682	20474	6,8,1,7,2,5	0,0,0,0,0,0	1,6,3,8,0,8	0,0,1,0,0,0	192	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.6,1.0,NA,1.0	0.08
20475	"ENSMUSG00000039285"	"Azi2"	chr9	+	118049896	118049996	118049309	118049435	118051353	118051502	20475	20,31,8,26,13,21	1,1,0,0,0,1	11,15,17,25,18,19	3,0,1,2,0,1	196	96	0.198080410035	1.0	0.907,0.938,1.0,1.0,1.0,0.911	0.642,1.0,0.893,0.86,1.0,0.903	0.076
20476	"ENSMUSG00000039285"	"Azi2"	chr9	+	118059619	118059666	118059056	118059175	118061713	118062489	20476	2,3,0,0,0,0	11,14,0,7,6,11	0,1,0,0,1,1	12,12,15,17,8,12	143	96	1	1.0	0.109,0.126,NA,0.0,0.0,0.0	0.0,0.053,0.0,0.0,0.077,0.053	0.017
20477	"ENSMUSG00000039285"	"Azi2"	chr9	+	118061449	118061517	118059055	118059175	118061713	118062260	20477	0,0,0,0,0,1	11,14,0,7,6,11	1,0,1,0,0,0	12,12,15,17,8,12	164	96	1	1.0	0.0,0.0,NA,0.0,0.0,0.051	0.047,0.0,0.038,0.0,0.0,0.0	-0.004
20478	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167629068	167629288	167617828	167617977	167631939	167631967	20478	1,1,1,0,1,4	0,1,0,1,0,0	3,3,0,2,4,2	0,0,0,0,0,0	316	96	1	1.0	1.0,0.233,1.0,0.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0	-0.294
20479	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167629166	167629288	167617828	167617977	167631939	167631979	20479	1,0,0,0,1,4	0,1,0,1,0,0	1,3,0,1,4,1	0,0,0,0,0,0	218	96	1	1.0	1.0,0.0,NA,0.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0	-0.4
20480	"ENSMUSG00000078923"	"Ube2v1"	chr2	-	167629169	167629288	167617828	167617977	167631939	167631987	20480	1,0,0,0,1,4	0,1,0,1,0,0	1,3,0,1,4,3	0,0,0,0,0,0	215	96	1	1.0	1.0,0.0,NA,0.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0	-0.4
20483	"ENSMUSG00000026482"	"Rgl1"	chr1	-	152531505	152531595	152528272	152528459	152533505	152533627	20483	10,28,11,17,15,30	0,0,0,0,0,0	20,52,40,69,40,52	0,1,0,0,0,0	186	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.964,1.0,1.0,1.0,1.0	0.006
20484	"ENSMUSG00000026482"	"Rgl1"	chr1	-	152571597	152571675	152557402	152557587	152586406	152586615	20484	29,40,15,25,23,28	1,0,0,0,0,1	42,68,63,93,48,71	0,0,0,0,0,0	174	96	1	1.0	0.941,1.0,1.0,1.0,1.0,0.939	1.0,1.0,1.0,1.0,1.0,1.0	-0.02
20485	"ENSMUSG00000026482"	"Rgl1"	chr1	-	152586406	152586615	152571597	152571675	152623817	152623928	20485	42,57,27,37,36,45	0,0,0,0,0,0	57,69,86,131,59,97	0,0,0,0,3,1	305	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.861,0.968	0.029
20486	"ENSMUSG00000026482"	"Rgl1"	chr1	-	152611986	152612123	152586406	152586615	152623817	152623928	20486	0,0,0,0,0,1	7,16,7,14,12,15	0,1,1,0,0,1	12,20,20,40,15,24	233	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.027	0.0,0.02,0.02,0.0,0.0,0.017	-0.005
20489	"ENSMUSG00000022474"	"Pmm1"	chr15	-	81954371	81954450	81952724	81952800	81955648	81955748	20489	0,0,0,1,0,0	1,2,1,3,5,8	0,0,1,0,0,0	1,5,3,6,4,4	175	96	1	1.0	0.0,0.0,0.0,0.155,0.0,0.0	0.0,0.0,0.155,0.0,0.0,0.0	0.0
20490	"ENSMUSG00000036053"	"Fmnl2"	chr2	+	53054453	53054606	53051199	53051283	53068501	53068610	20490	0,2,0,1,1,1	0,1,0,0,0,0	1,2,1,2,0,0	0,1,1,0,1,0	249	96	1	1.0	NA,0.435,NA,1.0,1.0,1.0	1.0,0.435,0.278,1.0,0.0,NA	0.316
20494	"ENSMUSG00000034883"	"Lrr1"	chr12	+	69174391	69175113	69171861	69171960	69178579	69179009	20494	0,1,0,0,0,0	1,0,0,0,0,0	0,1,0,1,0,0	0,0,0,0,0,0	818	96	1	1.0	0.0,1.0,NA,NA,NA,NA	NA,1.0,NA,1.0,NA,NA	-0.5
20496	"ENSMUSG00000031072"	"LTO1"	chr7	+	144919223	144919341	144917609	144917680	144928924	144929495	20496	3,4,0,9,5,2	0,0,1,0,0,0	2,4,2,3,3,5	0,0,0,0,0,0	214	96	1	1.0	1.0,1.0,0.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.167
20498	"ENSMUSG00000040028"	"Elavl1"	chr8	-	4301684	4301838	4295335	4295561	4304926	4305030	20498	28,18,1,9,18,17	0,0,1,0,0,0	20,29,23,37,23,19	0,0,0,0,0,0	250	96	1	1.0	1.0,1.0,0.277,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.12
20501	"ENSMUSG00000032316"	"Clk3"	chr9	-	57758626	57758723	57758283	57758350	57760823	57761040	20501	4,15,7,6,5,7	0,0,0,0,0,0	4,14,4,16,6,15	0,0,0,1,0,0	193	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.888,1.0,1.0	0.019
20502	"ENSMUSG00000033557"	"Fam20b"	chr1	-	156716887	156716980	156705667	156706167	156718865	156719072	20502	6,13,3,9,8,12	0,2,0,0,0,0	9,15,5,10,6,15	1,0,0,0,2,0	189	96	1	1.0	1.0,0.768,1.0,1.0,1.0,1.0	0.821,1.0,1.0,1.0,0.604,1.0	0.057
20508	"ENSMUSG00000023088"	"Abcc1"	chr16	+	14403989	14404051	14396350	14396476	14405013	14405061	20508	0,0,1,2,1,3	1,0,0,0,0,0	0,0,1,3,1,0	0,0,0,0,0,0	158	96	1	1.0	0.0,NA,1.0,1.0,1.0,1.0	NA,NA,1.0,1.0,1.0,NA	-0.2
20518	"ENSMUSG00000021311"	"Mtr"	chr13	-	12193613	12193810	12190203	12190404	12195237	12195393	20518	6,8,4,7,3,7	0,0,0,0,0,0	4,6,4,9,4,7	2,0,0,0,0,0	293	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.396,1.0,1.0,1.0,1.0,1.0	0.101
20520	"ENSMUSG00000021311"	"Mtr"	chr13	-	12249844	12249914	12247892	12247985	12250601	12250691	20520	2,1,0,0,2,0	0,0,0,0,0,0	1,0,3,0,4,2	0,1,0,0,1,0	166	96	1	1.0	1.0,1.0,NA,NA,1.0,NA	1.0,0.0,1.0,NA,0.698,1.0	0.26
20527	"ENSMUSG00000003033"	"Ap1m1"	chr8	+	72241723	72241938	72240109	72240243	72246638	72246795	20527	0,1,0,1,0,1	6,4,6,4,5,4	1,0,0,1,0,1	5,7,4,7,5,7	311	96	1	1.0	0.0,0.072,0.0,0.072,0.0,0.072	0.058,0.0,0.0,0.042,0.0,0.042	0.012
20528	"ENSMUSG00000003033"	"Ap1m1"	chr8	+	72252834	72252977	72251742	72251869	72253208	72253280	20528	11,26,9,16,18,22	0,0,0,0,0,0	26,33,16,30,33,29	0,0,0,1,0,0	239	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.923,1.0,1.0	0.013
20532	"ENSMUSG00000037447"	"Arid5a"	chr1	+	36317203	36317324	36315991	36316327	36317609	36317662	20532	0,1,0,0,2,0	0,1,0,0,0,0	2,0,0,0,0,0	0,0,0,0,0,0	217	96	1	1.0	NA,0.307,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,NA	-0.347
20540	"ENSMUSG00000097354"	"2310001H17Rik"	chr6	-	129227627	129227774	129216350	129216536	129233063	129233153	20540	1,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,1	0,0,0,0,0,1	243	96	1	1.0	1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.283	0.717
20541	"ENSMUSG00000097354"	"2310001H17Rik"	chr6	-	129233063	129233153	129212735	129216536	129237738	129237857	20541	0,1,0,0,1,1	0,0,0,0,0,0	1,0,0,3,1,5	0,1,0,0,0,0	186	96	1	1.0	NA,1.0,NA,NA,1.0,1.0	1.0,0.0,NA,1.0,1.0,1.0	0.2
20542	"ENSMUSG00000040725"	"Hnrnpul1"	chr7	-	25740827	25740940	25734558	25734825	25742926	25743026	20542	29,47,27,44,29,35	0,0,0,0,0,0	22,27,30,38,35,27	0,0,0,0,1,0	209	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.941,1.0	0.01
20543	"ENSMUSG00000040725"	"Hnrnpul1"	chr7	-	25750864	25750990	25748322	25748476	25754340	25754701	20543	53,52,19,58,31,42	0,0,0,0,0,0	20,26,24,48,53,66	0,1,0,0,0,0	222	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.918,1.0,1.0,1.0,1.0	0.014
20544	"ENSMUSG00000037730"	"Mynn"	chr3	+	30612468	30612552	30611440	30611619	30613551	30613638	20544	6,7,3,3,1,4	1,2,0,0,0,0	3,3,1,3,1,2	0,2,0,1,2,2	180	96	0.00530574430631	0.356131910511	0.762,0.651,1.0,1.0,1.0,1.0	1.0,0.444,1.0,0.615,0.211,0.348	0.299
20547	"ENSMUSG00000024750"	"Zfand5"	chr19	+	21277654	21277758	21275979	21277089	21279624	21279750	20547	28,24,9,28,21,27	0,3,0,0,0,0	23,36,21,22,47,30	0,6,0,2,0,2	200	96	0.0432093320751	1.0	1.0,0.793,1.0,1.0,1.0,1.0	1.0,0.742,1.0,0.841,1.0,0.878	0.055
20550	"ENSMUSG00000039801"	"Cplane1"	chr15	+	8225338	8225416	8223142	8223150	8226912	8226919	20550	0,0,0,3,0,1	1,0,0,0,0,1	1,2,0,0,0,1	1,0,2,0,0,1	174	96	1	1.0	0.0,NA,NA,1.0,NA,0.356	0.356,1.0,0.0,NA,NA,0.356	0.024
20552	"ENSMUSG00000053641"	"Dennd4a"	chr9	+	64835953	64836081	64835285	64835352	64838812	64839026	20552	0,1,0,0,0,1	0,0,0,0,0,0	1,0,2,0,3,2	0,0,0,1,0,0	224	96	1	1.0	NA,1.0,NA,NA,NA,1.0	1.0,NA,1.0,0.0,1.0,1.0	0.2
20553	"ENSMUSG00000053641"	"Dennd4a"	chr9	+	64838812	64839144	64835953	64836081	64842439	64842689	20553	3,3,5,3,3,5	0,0,0,1,0,0	2,2,3,4,6,2	0,0,0,0,0,0	428	96	1	1.0	1.0,1.0,1.0,0.402,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.1
20554	"ENSMUSG00000038127"	"Ccdc50"	chr16	+	27436367	27436412	27435561	27435677	27436497	27436602	20554	6,9,0,4,2,9	0,0,0,0,2,1	12,6,3,10,3,10	0,0,0,0,0,0	141	96	1	1.0	1.0,1.0,NA,1.0,0.405,0.86	1.0,1.0,1.0,1.0,1.0,1.0	-0.147
20555	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90095120	90095209	90094354	90094527	90096502	90096604	20555	86,105,55,74,45,61	0,0,0,0,0,0	61,69,40,83,52,71	0,0,1,0,0,0	185	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.954,1.0,1.0,1.0	0.008
20556	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90096502	90096604	90095120	90095209	90097371	90097460	20556	79,111,56,74,41,56	0,0,0,1,0,0	58,72,31,52,34,54	0,0,1,0,0,0	198	96	1	1.0	1.0,1.0,1.0,0.973,1.0,1.0	1.0,1.0,0.938,1.0,1.0,1.0	0.006
20558	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90103654	90103768	90102299	90102386	90107234	90107302	20558	0,4,2,3,2,2	31,32,30,23,24,28	0,0,1,2,3,6	20,7,33,20,26,21	210	96	0.805059725251	1.0	0.0,0.054,0.03,0.056,0.037,0.032	0.0,0.0,0.014,0.044,0.05,0.116	-0.003
20559	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90103654	90103771	90102299	90102386	90107234	90107302	20559	1,6,2,4,2,2	31,32,30,23,24,28	0,0,2,2,4,6	20,7,33,20,26,21	213	96	0.816646289773	1.0	0.014,0.078,0.029,0.073,0.036,0.031	0.0,0.0,0.027,0.043,0.065,0.114	0.002
20560	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90107234	90107302	90101910	90102386	90110125	90110172	20560	58,98,55,60,44,59	0,0,0,0,0,0	35,38,51,47,46,52	0,0,0,1,0,0	164	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.965,1.0,1.0	0.006
20568	"ENSMUSG00000022040"	"Ephx2"	chr14	-	66107213	66107336	66103725	66103794	66107976	66108167	20568	46,63,60,56,66,80	0,0,0,0,0,0	173,255,196,278,220,282	0,1,1,0,2,3	219	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.991,0.988,1.0,0.98,0.976	0.011
20570	"ENSMUSG00000039219"	"Arid4b"	chr13	+	14169918	14170071	14164766	14164942	14181219	14181304	20570	2,6,1,4,2,4	0,1,1,0,0,0	0,3,1,2,1,6	0,0,0,0,1,0	249	96	1	1.0	1.0,0.698,0.278,1.0,1.0,1.0	NA,1.0,1.0,1.0,0.278,1.0	-0.026
20571	"ENSMUSG00000039219"	"Arid4b"	chr13	+	14169918	14170179	14164766	14164942	14181219	14181304	20571	5,14,2,9,5,9	0,1,1,0,0,0	3,1,5,7,4,10	0,0,0,0,1,0	357	96	1	1.0	1.0,0.79,0.35,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.518,1.0	-0.063
20572	"ENSMUSG00000039219"	"Arid4b"	chr13	+	14191948	14192101	14191176	14191256	14193365	14193581	20572	3,1,1,1,1,0	2,5,2,2,0,2	0,1,0,1,1,2	3,3,2,7,1,5	249	96	0.433061169897	1.0	0.366,0.072,0.162,0.162,1.0,0.0	0.0,0.114,0.0,0.052,0.278,0.134	0.197
20574	"ENSMUSG00000069135"	"Fgfr1op"	chr17	+	8175518	8175578	8172927	8173008	8182227	8182454	20574	0,0,0,0,0,0	1,5,1,3,5,5	0,1,0,0,1,0	0,0,2,5,0,1	156	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	NA,1.0,0.0,0.0,1.0,0.0	-0.4
20575	"ENSMUSG00000069135"	"Fgfr1op"	chr17	+	8192184	8192281	8191397	8191437	8194520	8196475	20575	12,14,1,2,3,1	0,0,0,0,0,0	0,4,7,12,3,8	0,0,0,0,2,0	193	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	NA,1.0,1.0,1.0,0.427,1.0	0.115
20576	"ENSMUSG00000025316"	"Banp"	chr8	+	121989954	121990071	121978554	121978754	121991527	121991586	20576	0,4,1,0,1,1	0,1,1,0,1,0	0,2,1,3,0,3	0,0,1,1,0,0	213	96	1	1.0	NA,0.643,0.311,NA,0.311,1.0	NA,1.0,0.311,0.575,NA,1.0	-0.155
20577	"ENSMUSG00000025316"	"Banp"	chr8	+	122020518	122020644	122007752	122007791	122024002	122024146	20577	7,5,0,1,0,4	0,0,0,0,0,0	5,1,0,4,2,2	0,2,0,0,0,0	222	96	1	1.0	1.0,1.0,NA,1.0,NA,1.0	1.0,0.178,NA,1.0,1.0,1.0	0.164
20583	"ENSMUSG00000075044"	"Slc22a29"	chr19	-	8162648	8162757	8161501	8161705	8169154	8169369	20583	11,10,3,4,8,24	0,0,0,1,0,0	1,0,0,0,0,0	0,0,0,0,0,0	205	96	1	1.0	1.0,1.0,1.0,0.652,1.0,1.0	1.0,NA,NA,NA,NA,NA	-0.058
20584	"ENSMUSG00000075044"	"Slc22a29"	chr19	-	8169154	8169369	8162648	8162757	8169929	8170045	20584	16,15,9,7,17,28	0,0,0,1,0,0	0,1,0,0,1,1	0,0,0,0,0,0	311	96	1	1.0	1.0,1.0,1.0,0.684,1.0,1.0	NA,1.0,NA,NA,1.0,1.0	-0.053
20585	"ENSMUSG00000075044"	"Slc22a29"	chr19	-	8169929	8170045	8162648	8162757	8193400	8193521	20585	2,3,6,4,4,15	0,0,1,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	212	96	1	1.0	1.0,1.0,0.731,1.0,1.0,1.0	NA,NA,NA,1.0,NA,NA	-0.045
20587	"ENSMUSG00000021228"	"Acot3"	chr12	+	84052725	84053941	84052150	84052180	84056908	84057111	20587	51,73,49,45,43,71	1,0,0,0,1,0	8,13,23,37,17,24	0,1,0,0,0,0	1312	96	1	1.0	0.789,1.0,1.0,1.0,0.759,1.0	1.0,0.488,1.0,1.0,1.0,1.0	0.01
20588	"ENSMUSG00000021228"	"Acot3"	chr12	+	84053472	84053941	84052143	84052180	84056908	84057111	20588	22,30,25,23,16,29	1,0,0,0,1,0	4,3,12,22,9,11	0,1,0,0,0,0	565	96	1	1.0	0.789,1.0,1.0,1.0,0.731,1.0	1.0,0.338,1.0,1.0,1.0,1.0	0.03
20591	"ENSMUSG00000053977"	"Cd8a"	chr6	+	71375887	71375918	71374758	71374869	71376859	71377607	20591	1,2,0,2,0,0	4,0,0,0,1,0	1,0,0,1,1,1	0,0,0,0,0,0	127	96	1	1.0	0.159,1.0,NA,1.0,0.0,NA	1.0,NA,NA,1.0,1.0,1.0	-0.46
20592	"ENSMUSG00000061882"	"Ccdc62"	chr5	+	123946353	123946455	123944133	123944305	123951198	123951287	20592	4,0,1,2,0,2	0,1,1,0,0,0	0,0,0,0,2,1	0,0,0,0,0,0	198	96	1	1.0	1.0,0.0,0.327,1.0,NA,1.0	NA,NA,NA,NA,1.0,1.0	-0.335
20594	"ENSMUSG00000020694"	"Tlk2"	chr11	+	105209793	105209837	105208851	105208921	105221185	105221353	20594	5,4,0,1,0,2	0,0,0,0,0,0	0,1,1,1,5,2	0,0,0,0,1,0	140	96	1	1.0	1.0,1.0,NA,1.0,NA,1.0	NA,1.0,1.0,1.0,0.774,1.0	0.045
20595	"ENSMUSG00000020694"	"Tlk2"	chr11	+	105210544	105210640	105209793	105209837	105221185	105221353	20595	9,14,0,13,8,14	1,0,0,0,0,0	2,4,6,8,7,10	0,0,1,1,2,1	192	96	1	1.0	0.818,1.0,NA,1.0,1.0,1.0	1.0,1.0,0.75,0.8,0.636,0.833	0.127
20596	"ENSMUSG00000020694"	"Tlk2"	chr11	+	105240360	105240456	105221185	105221353	105241568	105241661	20596	8,8,7,4,7,12	0,0,0,0,0,0	7,10,4,10,10,16	0,0,0,0,0,1	192	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.889	0.018
20597	"ENSMUSG00000020694"	"Tlk2"	chr11	+	105241568	105241661	105221185	105221353	105246773	105246884	20597	5,5,7,6,0,3	1,0,0,0,0,0	2,6,3,2,5,4	0,0,0,0,2,0	189	96	1	1.0	0.717,1.0,1.0,1.0,NA,1.0	1.0,1.0,1.0,1.0,0.559,1.0	0.017
20598	"ENSMUSG00000020694"	"Tlk2"	chr11	+	105246773	105246884	105241568	105241661	105247458	105247595	20598	13,12,13,15,4,9	0,0,0,0,0,0	5,13,6,7,12,9	0,0,0,0,1,0	207	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.848,1.0	0.025
20601	"ENSMUSG00000026887"	"Mrrf"	chr2	+	36147352	36147449	36141445	36141657	36147902	36147919	20601	0,0,0,0,1,1	2,4,7,1,0,3	0,0,0,0,0,0	8,5,4,13,11,12	193	96	1	1.0	0.0,0.0,0.0,0.0,1.0,0.142	0.0,0.0,0.0,0.0,0.0,0.0	0.19
20602	"ENSMUSG00000026887"	"Mrrf"	chr2	+	36147902	36148058	36141445	36141657	36153592	36153711	20602	9,12,8,11,8,14	0,0,0,0,0,0	14,14,11,19,18,27	0,0,0,0,1,0	252	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.873,1.0	0.021
20605	"ENSMUSG00000034863"	"Ano8"	chr8	-	71481618	71481750	71480435	71481242	71481951	71482026	20605	1,0,1,0,0,0	0,0,1,2,0,0	0,1,0,0,1,0	1,0,0,1,0,0	228	96	1	1.0	1.0,NA,0.296,0.0,NA,NA	0.0,1.0,NA,0.0,1.0,NA	-0.068
20606	"ENSMUSG00000034863"	"Ano8"	chr8	-	71481951	71482026	71480435	71481242	71482132	71482188	20606	1,3,2,4,0,0	1,0,0,0,0,0	1,0,2,2,0,0	0,0,0,0,0,0	171	96	1	1.0	0.36,1.0,1.0,1.0,NA,NA	1.0,NA,1.0,1.0,NA,NA	-0.16
20608	"ENSMUSG00000034863"	"Ano8"	chr8	-	71484748	71484881	71484433	71484572	71484999	71485110	20608	1,5,0,1,1,0	0,1,0,0,0,0	1,2,0,1,0,1	0,0,0,0,0,0	229	96	1	1.0	1.0,0.677,NA,1.0,1.0,NA	1.0,1.0,NA,1.0,NA,1.0	-0.081
20610	"ENSMUSG00000032641"	"Gpr19"	chr6	-	134877216	134877334	134869092	134870443	134887629	134887785	20610	0,1,0,0,1,0	0,0,0,0,0,0	0,0,0,0,0,0	0,1,0,0,0,0	214	96	1	1.0	NA,1.0,NA,NA,1.0,NA	NA,0.0,NA,NA,NA,NA	1.0
20612	"ENSMUSG00000032641"	"Gpr19"	chr6	-	134886890	134886936	134869161	134870443	134887629	134887768	20612	0,0,0,0,1,1	0,0,0,0,0,0	0,0,0,0,0,1	0,1,0,0,0,0	142	96	1	1.0	NA,NA,NA,NA,1.0,1.0	NA,0.0,NA,NA,NA,1.0	0.5
20613	"ENSMUSG00000032641"	"Gpr19"	chr6	-	134886890	134886936	134877216	134877334	134887629	134887768	20613	0,0,0,0,1,1	0,0,0,0,1,0	0,0,0,0,0,2	0,0,0,0,0,0	142	96	1	1.0	NA,NA,NA,NA,0.403,1.0	NA,NA,NA,NA,NA,1.0	-0.298
20617	"ENSMUSG00000034848"	"Ttc21b"	chr2	-	66186153	66186221	66184326	66184843	66188259	66188380	20617	0,5,0,2,1,2	0,0,0,0,1,0	0,1,3,3,0,6	0,0,0,0,0,0	164	96	1	1.0	NA,1.0,NA,1.0,0.369,1.0	NA,1.0,1.0,1.0,NA,1.0	-0.158
20618	"ENSMUSG00000027472"	"Pdrg1"	chr2	-	153013222	153013307	153012380	153012455	153014009	153014085	20618	1,0,0,0,0,1	15,18,6,12,7,14	0,0,0,0,0,0	9,11,9,12,15,10	181	96	1	1.0	0.034,0.0,0.0,0.0,0.0,0.037	0.0,0.0,0.0,0.0,0.0,0.0	0.012
20619	"ENSMUSG00000023106"	"Denr"	chr5	+	123915190	123915210	123908099	123908214	123917199	123917284	20619	21,19,6,7,13,13	0,0,0,0,0,0	11,10,10,23,15,15	0,1,0,0,0,0	116	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.892,1.0,1.0,1.0,1.0	0.018
