ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1123	"ENSMUSG00000036817"	"Sun1"	chr5	+	139229752	139229944	139233470	139233569	139226705	139226885	139233900	139233994	1123	3,9,1,3,2,7	6,5,2,0,1,7	3,5,2,8,6,7	1,9,2,3,8,8	288	195	0.746036014863	1.0	0.253,0.549,0.253,1.0,0.575,0.404	0.67,0.273,0.404,0.644,0.337,0.372	0.056
1124	"ENSMUSG00000024462"	"Gabbr1"	chr17	+	37048420	37048606	37049652	37049797	37047453	37047657	37050998	37051159	1124	5,8,4,6,3,3	0,4,2,3,4,3	3,6,6,3,5,4	0,2,1,3,2,0	282	241	0.0528597159695	0.435148733249	1.0,0.631,0.631,0.631,0.391,0.461	1.0,0.719,0.837,0.461,0.681,1.0	-0.159
1125	"ENSMUSG00000016933"	"Plcg1"	chr2	+	160756869	160756966	160757213	160757283	160756540	160756644	160757971	160758129	1125	5,7,3,1,2,1	4,3,1,2,2,5	1,5,1,3,3,1	3,2,3,1,6,5	193	166	0.354597302944	1.0	0.518,0.667,0.721,0.301,0.462,0.147	0.223,0.683,0.223,0.721,0.301,0.147	0.086
1126	"ENSMUSG00000021490"	"Slc34a1"	chr13	+	55400924	55401053	55401126	55401270	55400687	55400837	55402667	55402779	1126	404,641,252,396,486,707	600,673,405,381,702,749	584,880,787,1332,870,1229	826,924,1071,1267,1149,1162	225	240	0.430709783404	1.0	0.418,0.504,0.399,0.526,0.425,0.502	0.43,0.504,0.439,0.529,0.447,0.53	-0.018
1127	"ENSMUSG00000021490"	"Slc34a1"	chr13	+	55412032	55412149	55412247	55412372	55408753	55409160	55413133	55413344	1127	951,1433,673,983,1085,1712	880,1237,547,737,1010,1378	1182,1766,1574,2365,2004,2779	1192,1609,1476,1945,1882,2538	213	221	0.182277749328	0.816922122465	0.529,0.546,0.561,0.581,0.527,0.563	0.507,0.532,0.525,0.558,0.525,0.532	0.021
1129	"ENSMUSG00000066406"	"Akap13"	chr7	+	75679819	75679873	75683393	75683459	75677105	75677479	75685116	75685309	1129	0,2,0,1,0,1	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,1,0,0	150	162	1	1.0	NA,1.0,0.0,1.0,NA,1.0	NA,NA,NA,0.0,NA,NA	0.75
1130	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	74300577	74300688	74301960	74302021	74300249	74300324	74302361	74302600	1130	42,47,36,29,35,64	24,20,2,20,16,18	40,41,61,63,55,59	26,24,19,46,21,44	207	157	0.112393903843	0.639673946563	0.57,0.641,0.932,0.524,0.624,0.729	0.539,0.564,0.709,0.51,0.665,0.504	0.088
1131	"ENSMUSG00000039968"	"Rsbn1l"	chr5	-	20919524	20920162	20927619	20927730	20908106	20908244	20951256	20951822	1131	0,2,1,0,2,1	11,35,7,10,7,8	0,0,2,2,2,5	6,11,9,12,13,6	207	734	0.0077214566471	0.149254647495	0.0,0.168,0.336,0.0,0.503,0.307	0.0,0.0,0.441,0.371,0.353,0.747	-0.1
1135	"ENSMUSG00000035247"	"Hectd1"	chr12	-	51794413	51794584	51794738	51794877	51791219	51791442	51797836	51798011	1135	10,10,4,14,12,16	15,20,10,8,9,12	12,28,20,38,28,27	12,18,19,41,15,21	235	267	0.240180439685	0.911301915183	0.431,0.362,0.312,0.665,0.602,0.602	0.532,0.639,0.545,0.513,0.68,0.594	-0.088
1136	"ENSMUSG00000035934"	"Pknox2"	chr9	-	36954692	36954832	36968377	36968486	36936320	36936492	36987167	36987272	1136	0,0,0,0,0,0	1,1,0,3,0,0	0,0,0,1,0,0	0,0,0,0,0,0	205	236	1	1.0	0.0,0.0,NA,0.0,NA,NA	NA,NA,NA,1.0,NA,NA	-1.0
1137	"ENSMUSG00000040327"	"Cul9"	chr17	-	46502612	46502687	46502687	46502786	46502384	46502495	46503088	46503182	1137	2,0,0,0,1,1	2,4,2,1,1,4	0,1,1,4,2,4	11,8,15,18,17,18	195	171	0.017694718027	0.26159697083	0.467,0.0,0.0,0.0,0.467,0.18	0.0,0.099,0.055,0.163,0.094,0.163	0.09
1142	"ENSMUSG00000032839"	"Trpc1"	chr9	-	95736819	95736921	95743196	95743351	95732006	95732209	95749667	95750358	1142	2,5,5,2,5,11	0,2,0,4,0,3	2,13,7,10,9,8	1,2,1,5,1,1	251	198	0.807492076493	1.0	1.0,0.664,1.0,0.283,1.0,0.743	0.612,0.837,0.847,0.612,0.877,0.863	0.007
1143	"ENSMUSG00000025911"	"Adhfe1"	chr1	+	9549906	9549944	9552922	9552976	9547947	9548151	9553317	9553472	1143	6,5,0,1,1,4	7,9,7,6,12,4	2,4,6,4,16,11	7,18,21,30,48,72	134	150	0.645407891688	1.0	0.49,0.383,0.0,0.157,0.085,0.528	0.242,0.199,0.242,0.13,0.272,0.146	0.069
1144	"ENSMUSG00000025911"	"Adhfe1"	chr1	+	9549906	9549944	9555537	9555615	9547947	9548151	9556999	9557105	1144	6,5,0,1,0,4	16,16,13,20,11,17	2,5,3,4,13,11	20,24,39,64,54,81	134	174	0.742277608098	1.0	0.327,0.289,0.0,0.061,0.0,0.234	0.115,0.213,0.091,0.075,0.238,0.15	0.005
1145	"ENSMUSG00000025911"	"Adhfe1"	chr1	+	9550560	9550647	9551716	9551757	9549906	9549944	9552922	9552976	1145	0,0,0,0,0,0	14,25,8,25,14,25	0,0,0,1,0,0	25,32,51,62,78,98	183	137	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.012,0.0,0.0	-0.002
1146	"ENSMUSG00000025911"	"Adhfe1"	chr1	+	9551716	9551757	9552922	9552976	9549906	9549944	9553317	9553472	1146	8,12,2,7,7,12	12,14,13,7,14,8	13,10,17,27,24,31	8,23,23,38,52,90	137	150	0.672887500466	1.0	0.422,0.484,0.144,0.523,0.354,0.622	0.64,0.323,0.447,0.438,0.336,0.274	0.015
1148	"ENSMUSG00000063683"	"Glyat"	chr19	+	12639771	12639866	12646302	12646410	12633307	12633606	12648002	12648129	1148	55,90,43,57,89,143	71,103,64,90,116,161	165,234,165,233,130,175	237,317,242,288,198,277	191	204	0.278225873734	0.986631752241	0.453,0.483,0.418,0.403,0.45,0.487	0.426,0.441,0.421,0.464,0.412,0.403	0.021
1149	"ENSMUSG00000063683"	"Glyat"	chr19	+	12639771	12639903	12646302	12646410	12633532	12633606	12648002	12648129	1149	54,90,43,62,89,142	71,103,64,90,116,161	168,234,174,250,133,172	237,317,242,288,198,277	228	204	0.375995771171	1.0	0.405,0.439,0.375,0.381,0.407,0.441	0.388,0.398,0.391,0.437,0.375,0.357	0.017
1150	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62345234	62345318	62349352	62349493	62344631	62344888	62351377	62351546	1150	10,17,6,10,11,13	20,25,11,10,13,15	5,17,14,21,19,15	11,21,12,29,19,26	237	180	0.728740484257	1.0	0.275,0.341,0.293,0.432,0.391,0.397	0.257,0.381,0.47,0.355,0.432,0.305	-0.012
1151	"ENSMUSG00000026482"	"Rgl1"	chr1	-	152571597	152571675	152586406	152586615	152557402	152557587	152623817	152623928	1151	27,35,14,25,23,33	13,18,2,13,10,15	33,37,49,81,37,55	18,36,26,43,29,30	305	174	0.101961409085	0.612465794337	0.542,0.526,0.8,0.523,0.567,0.557	0.511,0.37,0.518,0.518,0.421,0.511	0.111
1152	"ENSMUSG00000026482"	"Rgl1"	chr1	-	152586406	152586615	152623817	152623928	152571597	152571675	152674859	152675023	1152	0,4,0,2,1,1	35,41,20,23,24,30	3,2,1,2,6,2	45,49,66,91,44,73	207	305	0.322259999655	1.0	0.0,0.126,0.0,0.114,0.058,0.047	0.089,0.057,0.022,0.031,0.167,0.039	-0.01
1154	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	90095120	90095209	90096502	90096604	90094354	90094527	90097371	90097460	1154	38,62,32,38,12,23	45,56,31,39,16,28	15,31,12,18,14,23	18,28,21,49,32,40	198	185	0.0178748472476	0.26159697083	0.441,0.508,0.491,0.477,0.412,0.434	0.438,0.508,0.348,0.256,0.29,0.349	0.096
1155	"ENSMUSG00000075044"	"Slc22a29"	chr19	-	8162648	8162757	8169154	8169369	8161501	8161631	8169929	8170045	1155	8,9,9,6,14,16	6,5,3,14,2,6	0,1,0,0,1,1	0,0,0,0,0,0	311	205	1	1.0	0.468,0.543,0.664,0.22,0.822,0.637	NA,1.0,NA,NA,1.0,1.0	-0.441
1156	"ENSMUSG00000075044"	"Slc22a29"	chr19	-	8162648	8162757	8169154	8169369	8161501	8161705	8169929	8170045	1156	8,9,8,6,13,12	3,4,2,3,4,8	0,1,0,0,1,1	1,0,0,0,0,0	311	205	1	1.0	0.637,0.597,0.725,0.569,0.682,0.497	0.0,1.0,NA,NA,1.0,1.0	-0.132
1157	"ENSMUSG00000020694"	"Tlk2"	chr11	+	105241568	105241661	105246773	105246884	105221185	105221353	105247458	105247595	1157	0,0,0,0,0,0	9,7,6,9,4,6	0,0,0,0,1,1	3,7,3,5,9,6	189	207	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.108,0.154	-0.044
1161	"ENSMUSG00000012117"	"Dhdds"	chr4	-	133991278	133991380	133992463	133992580	133982799	133982914	133994161	133994304	1161	7,7,2,7,4,10	9,12,6,12,4,10	10,11,5,16,5,15	14,13,5,11,9,11	213	198	0.243696262538	0.920852270738	0.42,0.352,0.237,0.352,0.482,0.482	0.399,0.44,0.482,0.575,0.341,0.559	-0.079
1162	"ENSMUSG00000034940"	"Synrg"	chr11	+	83985248	83985551	83986813	83987047	83982195	83982307	83987912	83987990	1162	7,9,3,6,9,8	6,4,3,4,5,7	11,6,8,6,4,7	10,5,4,9,9,12	399	330	0.123514401247	0.663932655484	0.491,0.65,0.453,0.554,0.598,0.486	0.476,0.498,0.623,0.355,0.269,0.325	0.114
1163	"ENSMUSG00000073406"	"H2-Bl"	chr17	-	36081241	36081517	36083232	36083508	36080998	36081115	36083695	36083965	1163	0,0,0,0,0,0	0,3,0,0,0,2	0,0,0,0,0,3	2,1,0,1,2,1	372	372	1	1.0	NA,0.0,NA,NA,NA,0.0	0.0,0.0,NA,0.0,0.0,0.75	-0.15
1164	"ENSMUSG00000020467"	"Efemp1"	chr11	+	28867652	28868039	28910609	28910732	28867465	28867514	28914587	28914707	1164	18,25,6,7,4,10	8,9,3,11,8,6	6,7,5,11,4,10	4,7,3,9,6,4	483	219	0.721518988135	1.0	0.505,0.557,0.476,0.224,0.185,0.43	0.405,0.312,0.43,0.357,0.232,0.531	0.018
1165	"ENSMUSG00000041974"	"Spidr"	chr16	-	15936552	15936693	15966601	15966852	15915299	15915387	15968527	15968717	1165	9,17,8,7,2,8	31,41,14,29,16,25	2,3,3,1,0,3	1,0,2,0,5,4	347	237	0.150623945293	0.753502123024	0.165,0.221,0.281,0.142,0.079,0.179	0.577,1.0,0.506,1.0,0.0,0.339	-0.393
1168	"ENSMUSG00000021416"	"Eci3"	chr13	-	34948071	34948215	34948744	34948834	34946613	34947090	34952980	34953101	1168	46,60,18,30,20,22	55,86,24,18,20,28	52,76,58,85,91,102	85,131,80,117,106,135	186	240	0.15492783567	0.7653148636	0.519,0.474,0.492,0.683,0.563,0.503	0.441,0.428,0.483,0.484,0.526,0.494	0.063
1169	"ENSMUSG00000022378"	"Fam49b"	chr15	-	63956599	63956682	63957584	63957667	63950005	63950127	63970929	63970968	1169	2,1,0,0,0,0	2,3,2,2,1,1	0,0,0,0,0,0	3,0,0,1,2,2	179	179	1	1.0	0.5,0.25,0.0,0.0,0.0,0.0	0.0,NA,NA,0.0,0.0,0.0	0.125
1170	"ENSMUSG00000022378"	"Fam49b"	chr15	-	63956599	63956682	63970929	63970968	63950005	63950127	64022569	64022620	1170	1,3,0,0,0,0	0,3,1,2,1,0	0,0,0,2,1,0	2,0,1,1,2,0	135	179	1	1.0	1.0,0.57,0.0,0.0,0.0,NA	0.0,NA,0.0,0.726,0.399,NA	0.033
1171	"ENSMUSG00000018761"	"Mpdu1"	chr11	-	69657724	69657843	69658565	69658698	69657419	69657530	69658810	69658876	1171	23,22,17,17,19,18	11,24,10,20,14,13	11,9,19,29,16,24	21,21,27,19,13,23	229	215	0.0991949709614	0.605680551168	0.663,0.463,0.615,0.444,0.56,0.565	0.33,0.287,0.398,0.589,0.536,0.495	0.112
1173	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72339615	72340339	72351524	72351570	72339011	72339048	72360285	72360341	1173	6,2,1,2,2,3	4,4,1,1,1,2	2,2,3,4,1,0	3,1,0,1,0,0	820	142	1	1.0	0.206,0.08,0.148,0.257,0.257,0.206	0.103,0.257,1.0,0.409,1.0,NA	-0.361
1177	"ENSMUSG00000044712"	"Slc38a6"	chr12	+	73293698	73293799	73310144	73310197	73292159	73292233	73318976	73319016	1177	1,0,0,0,0,0	1,1,0,1,0,0	0,1,0,0,1,0	0,1,1,0,1,1	197	149	1	1.0	0.431,0.0,NA,0.0,NA,NA	NA,0.431,0.0,NA,0.431,0.0	-0.072
1178	"ENSMUSG00000014355"	"Anapc1"	chr2	-	128680108	128680209	128680393	128680445	128679519	128679602	128684501	128684663	1178	2,1,1,1,2,2	3,2,2,2,0,1	0,2,1,5,0,4	4,13,6,8,3,5	148	197	0.0382027848517	0.41551805574	0.47,0.4,0.4,0.4,1.0,0.727	0.0,0.17,0.182,0.454,0.0,0.516	0.346
1181	"ENSMUSG00000022323"	"Rida"	chr15	-	34485599	34485655	34486610	34486679	34484020	34484535	34487741	34487796	1181	219,324,193,297,241,354	91,144,92,112,104,149	140,240,162,282,159,265	74,109,97,118,72,108	165	152	0.306001401432	1.0	0.689,0.675,0.659,0.71,0.681,0.686	0.635,0.67,0.606,0.688,0.67,0.693	0.023
1182	"ENSMUSG00000022323"	"Rida"	chr15	-	34485599	34485655	34487741	34487796	34484020	34484535	34488573	34488679	1182	171,253,148,208,182,304	91,144,93,112,104,148	132,179,152,193,150,207	74,109,97,118,72,108	151	152	0.701103335505	1.0	0.654,0.639,0.616,0.652,0.638,0.674	0.642,0.623,0.612,0.622,0.677,0.659	0.006
1183	"ENSMUSG00000030741"	"Spns1"	chr7	-	126373921	126373973	126374200	126374279	126373769	126373836	126375066	126375203	1183	0,1,0,0,0,0	4,5,2,2,0,1	0,0,0,0,0,1	1,3,2,11,1,3	175	148	1	1.0	0.0,0.145,0.0,0.0,NA,0.0	0.0,0.0,0.0,0.0,0.0,0.22	-0.008
1184	"ENSMUSG00000030741"	"Spns1"	chr7	-	126373921	126374073	126374200	126374279	126373769	126373836	126375066	126375203	1184	0,1,0,0,0,0	18,27,5,7,9,11	0,0,0,0,0,1	9,16,15,26,8,15	175	248	1	1.0	0.0,0.05,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.086	-0.006
1186	"ENSMUSG00000030704"	"Rab6a"	chr7	+	100629665	100629771	100629837	100629943	100628403	100628457	100631741	100631853	1186	6,21,3,5,2,0	8,15,11,26,7,5	8,8,5,5,1,0	6,12,4,16,12,28	202	202	0.746738938903	1.0	0.429,0.583,0.214,0.161,0.222,0.0	0.571,0.4,0.556,0.238,0.077,0.0	-0.039
1188	"ENSMUSG00000028760"	"Eif4g3"	chr4	+	138084256	138084370	138087532	138087565	138082892	138082988	138096751	138096931	1188	0,1,0,0,1,0	1,0,0,3,0,0	0,0,1,1,1,2	0,2,0,2,1,2	210	129	1	1.0	0.0,1.0,NA,0.0,1.0,NA	NA,0.0,1.0,0.235,0.381,0.381	0.101
1191	"ENSMUSG00000022475"	"Hdac7"	chr15	-	97799556	97799644	97800694	97800802	97798223	97798343	97802075	97802125	1191	1,3,0,1,1,2	2,3,3,9,0,2	0,1,0,1,1,1	2,5,7,2,0,3	204	184	0.0466106330154	0.435148733249	0.311,0.474,0.0,0.091,1.0,0.474	0.0,0.153,0.0,0.311,1.0,0.231	0.109
1192	"ENSMUSG00000022475"	"Hdac7"	chr15	-	97799760	97799816	97800694	97800802	97799556	97799644	97802075	97802125	1192	1,3,0,1,1,2	2,3,2,2,1,0	0,1,0,2,1,1	1,1,0,0,5,4	204	152	1	1.0	0.271,0.427,0.0,0.271,0.427,1.0	0.0,0.427,NA,1.0,0.13,0.157	0.057
1194	"ENSMUSG00000023977"	"Ubr2"	chr17	-	46980319	46980418	46980488	46980587	46975926	46976090	46981353	46981442	1194	6,3,5,6,1,9	3,5,4,3,3,7	1,8,4,9,3,4	6,10,7,9,6,6	195	195	0.121364918999	0.662121037379	0.667,0.375,0.556,0.667,0.25,0.563	0.143,0.444,0.364,0.5,0.333,0.4	0.149
1195	"ENSMUSG00000021666"	"Gfm2"	chr13	+	97155420	97155600	97160086	97160167	97155189	97155250	97161018	97161167	1195	7,8,4,3,7,2	7,8,1,6,6,9	10,13,13,13,13,14	2,5,8,9,7,18	276	177	0.0675443031721	0.486530058787	0.391,0.391,0.72,0.243,0.428,0.125	0.762,0.625,0.51,0.481,0.544,0.333	-0.16
1197	"ENSMUSG00000031586"	"Rbpms"	chr8	-	33806716	33806850	33834303	33834454	33795081	33795150	33862985	33863048	1197	41,45,34,46,21,35	19,15,16,22,9,18	42,52,33,42,48,53	21,15,13,23,22,30	247	230	0.901266088893	1.0	0.668,0.736,0.664,0.661,0.685,0.644	0.651,0.763,0.703,0.63,0.67,0.622	0.003
1198	"ENSMUSG00000031586"	"Rbpms"	chr8	-	33834303	33834454	33862985	33863048	33806716	33806850	33864332	33864371	1198	4,17,9,17,18,8	48,58,42,50,24,47	5,22,11,22,11,18	46,44,27,47,55,77	159	247	0.669865235539	1.0	0.115,0.313,0.25,0.346,0.538,0.209	0.144,0.437,0.388,0.421,0.237,0.266	-0.02
1199	"ENSMUSG00000005107"	"Slc2a9"	chr5	-	38398701	38398889	38417174	38417307	38391713	38391824	38436539	38436685	1199	0,0,2,0,2,0	6,11,4,6,1,7	0,2,2,0,1,4	4,2,2,3,9,3	229	284	0.00955452706915	0.166212716184	0.0,0.0,0.383,0.0,0.713,0.0	0.0,0.554,0.554,0.0,0.121,0.623	-0.126
1201	"ENSMUSG00000034947"	"Tmem106a"	chr11	+	101583557	101583784	101584445	101584509	101582299	101582704	101586238	101586392	1201	37,57,26,50,19,32	22,32,15,19,14,21	39,49,49,74,67,74	23,40,27,39,34,59	323	160	0.512063031862	1.0	0.454,0.469,0.462,0.566,0.402,0.43	0.457,0.378,0.473,0.485,0.494,0.383	0.019
1202	"ENSMUSG00000034947"	"Tmem106a"	chr11	+	101588852	101588993	101589934	101589988	101585996	101586392	101590332	101590766	1202	49,50,30,40,32,29	24,14,5,10,8,10	42,56,36,74,90,108	14,22,10,19,23,25	237	150	0.806819103002	1.0	0.564,0.693,0.792,0.717,0.717,0.647	0.655,0.617,0.695,0.711,0.712,0.732	0.001
1203	"ENSMUSG00000028179"	"Cth"	chr3	-	157913599	157913731	157918425	157918535	157910882	157910940	157920016	157920112	1203	37,68,28,45,33,66	50,61,38,46,45,57	46,62,43,62,52,60	60,51,57,64,52,73	206	228	0.95901838508	1.0	0.45,0.552,0.449,0.52,0.448,0.562	0.459,0.574,0.455,0.517,0.525,0.476	-0.004
1204	"ENSMUSG00000021067"	"Sav1"	chr12	-	69969069	69969213	69975967	69976238	69965011	69966347	69984208	69984652	1204	20,29,13,14,19,14	10,2,6,5,7,10	37,45,19,46,32,44	19,34,17,32,26,38	367	240	0.00672784955168	0.137846161926	0.567,0.905,0.586,0.647,0.64,0.478	0.56,0.464,0.422,0.485,0.446,0.431	0.169
1206	"ENSMUSG00000019806"	"Aig1"	chr10	-	13690523	13690639	13801847	13801949	13653585	13653749	13829242	13829398	1206	14,23,5,9,7,12	11,17,4,8,9,11	11,14,8,17,10,19	8,6,13,16,7,8	198	212	0.557860929307	1.0	0.577,0.592,0.572,0.546,0.454,0.539	0.596,0.714,0.397,0.532,0.605,0.718	-0.047
1209	"ENSMUSG00000002031"	"Ift46"	chr9	+	44774182	44774231	44776356	44776461	44773687	44773784	44778561	44778638	1209	0,0,0,0,1,0	1,0,0,0,1,0	0,0,0,0,0,0	1,0,0,0,0,1	145	201	1	1.0	0.0,NA,NA,NA,0.581,NA	0.0,NA,NA,NA,NA,0.0	0.29
1210	"ENSMUSG00000042323"	"Pbrm1"	chr14	+	31110414	31110579	31113848	31114004	31107108	31107310	31117012	31117083	1210	1,2,1,1,2,1	8,5,8,6,9,13	0,2,1,0,0,5	5,9,9,14,20,14	261	252	0.964085523881	1.0	0.108,0.279,0.108,0.139,0.177,0.069	0.0,0.177,0.097,0.0,0.0,0.256	0.058
1212	"ENSMUSG00000038126"	"Mphosph9"	chr5	-	124316081	124316171	124320844	124320998	124315372	124315896	124324873	124325137	1212	0,0,1,0,0,3	2,0,0,0,0,1	1,1,0,1,0,1	1,0,0,0,0,0	250	186	1	1.0	0.0,NA,1.0,NA,NA,0.691	0.427,1.0,NA,1.0,NA,1.0	-0.293
1213	"ENSMUSG00000024589"	"Nedd4l"	chr18	+	65172915	65173035	65174044	65174242	65165571	65165646	65178918	65178996	1213	0,4,0,2,2,1	36,66,24,27,18,24	1,3,1,2,6,6	11,34,20,40,39,50	216	294	0.0125736466118	0.207211330415	0.0,0.076,0.0,0.092,0.131,0.054	0.11,0.107,0.064,0.064,0.173,0.14	-0.051
1214	"ENSMUSG00000026659"	"Dusp12"	chr1	-	170879659	170879846	170880129	170880226	170874187	170874570	170880572	170880691	1214	1,5,2,1,0,2	10,9,3,2,4,4	2,3,1,0,4,3	6,5,9,9,7,7	193	283	0.850424901907	1.0	0.128,0.449,0.494,0.423,0.0,0.423	0.328,0.468,0.14,0.0,0.456,0.386	0.023
1215	"ENSMUSG00000026659"	"Dusp12"	chr1	-	170880129	170880226	170880572	170880691	170879659	170879846	170880914	170881028	1215	3,2,4,6,4,1	1,2,0,1,1,3	0,2,5,2,0,2	2,0,1,6,0,6	215	193	1	1.0	0.729,0.473,1.0,0.843,0.782,0.23	0.0,1.0,0.818,0.23,NA,0.23	0.221
1216	"ENSMUSG00000040428"	"Plekha4"	chr7	+	45553244	45553294	45553568	45553681	45549803	45549965	45553764	45554229	1216	1,0,0,0,0,0	0,0,0,0,0,1	0,0,1,0,0,0	0,0,1,0,0,0	146	209	1	1.0	1.0,NA,NA,NA,NA,0.0	NA,NA,0.589,NA,NA,NA	-0.089
1217	"ENSMUSG00000030306"	"Tmtc1"	chr6	-	148284856	148284970	148294514	148294682	148271375	148271519	148305997	148306119	1217	2,0,0,0,1,0	0,3,2,0,0,0	1,0,1,3,1,0	1,1,1,1,1,3	264	210	1	1.0	1.0,0.0,0.0,NA,1.0,NA	0.443,0.0,0.443,0.705,0.443,0.0	0.161
1218	"ENSMUSG00000025792"	"Slc25a10"	chr11	+	120497013	120497106	120497383	120497461	120496635	120496706	120497919	120497963	1218	74,128,62,101,81,102	91,119,81,144,90,114	97,137,128,194,119,216	106,162,138,195,162,250	189	174	0.779932424937	1.0	0.428,0.498,0.413,0.392,0.453,0.452	0.457,0.438,0.461,0.478,0.403,0.443	-0.007
1219	"ENSMUSG00000025217"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45363832	45363886	45502931	45503163	1219	1,0,0,0,1,0	2,6,2,3,5,5	0,1,0,0,0,0	0,1,5,1,2,2	174	186	1	1.0	0.348,0.0,0.0,0.0,0.176,0.0	NA,0.517,0.0,0.0,0.0,0.0	-0.016
1220	"ENSMUSG00000025217"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45423132	45423240	45502931	45503163	1220	1,2,1,4,5,3	2,7,3,5,5,6	4,6,0,1,1,2	0,0,5,1,2,2	174	186	0.0816628022106	0.533993642824	0.348,0.234,0.263,0.461,0.517,0.348	1.0,1.0,0.0,0.517,0.348,0.517	-0.202
1221	"ENSMUSG00000078671"	"Chd2"	chr7	-	73435734	73435978	73441585	73441679	73429641	73430000	73441768	73441799	1221	0,0,1,0,0,0	6,10,6,9,3,10	0,0,0,0,0,0	3,5,8,10,8,9	190	340	1	1.0	0.0,0.0,0.23,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.038
1222	"ENSMUSG00000012296"	"Tjap1"	chr17	-	46271799	46271929	46280415	46280544	46264882	46264978	46282345	46282439	1222	0,0,0,0,0,1	4,2,2,0,2,4	0,0,1,0,0,0	0,4,3,5,2,3	225	226	1	1.0	0.0,0.0,0.0,NA,0.0,0.201	NA,0.0,0.251,0.0,0.0,0.0	-0.01
1224	"ENSMUSG00000096852"	"Cyp2d12"	chr15	+	82557657	82557834	82558017	82558159	82556875	82557036	82558351	82558539	1224	10,29,102,151,77,91	14,24,72,110,48,83	21,29,20,31,12,17	15,21,17,22,6,17	273	238	0.833550469329	1.0	0.384,0.513,0.553,0.545,0.583,0.489	0.55,0.546,0.506,0.551,0.636,0.466	-0.031
1225	"ENSMUSG00000031565"	"Fgfr1"	chr8	+	25563373	25563524	25564339	25564484	25562137	25562328	25566710	25566913	1225	0,0,0,2,1,1	9,13,11,9,9,11	1,0,0,1,0,0	3,7,10,20,9,21	247	241	1	1.0	0.0,0.0,0.0,0.178,0.098,0.081	0.245,0.0,0.0,0.047,0.0,0.0	0.011
1227	"ENSMUSG00000041870"	"Ankrd13a"	chr5	+	114800704	114800812	114801655	114801816	114799383	114799541	114803556	114803624	1227	7,18,7,5,8,4	17,18,7,11,7,15	4,17,8,9,9,19	10,15,13,14,7,17	204	257	0.366015973715	1.0	0.342,0.557,0.557,0.364,0.59,0.251	0.335,0.588,0.437,0.447,0.618,0.585	-0.058
1230	"ENSMUSG00000034949"	"Zfr2"	chr10	+	81233614	81233761	81237356	81237591	81233175	81233242	81239429	81239514	1230	0,0,0,1,0,0	1,1,0,0,0,0	0,1,0,0,0,0	0,1,0,1,0,0	243	331	1	1.0	0.0,0.0,NA,1.0,NA,NA	NA,0.577,NA,0.0,NA,NA	0.045
1231	"ENSMUSG00000026074"	"Map4k4"	chr1	+	40001429	40001591	40003756	40003987	40000530	40000749	40004806	40004913	1231	0,0,1,0,0,0	1,2,0,2,0,3	0,0,0,1,1,1	2,3,2,1,2,0	258	327	1	1.0	0.0,0.0,1.0,0.0,NA,0.0	0.0,0.0,0.0,0.559,0.388,1.0	-0.124
1232	"ENSMUSG00000030101"	"Sumf1"	chr6	-	108144590	108144704	108173355	108173430	108118619	108118679	108175987	108176161	1232	3,9,5,5,5,5	13,13,10,10,1,11	5,7,6,15,6,8	13,18,10,21,15,20	171	210	0.633788222495	1.0	0.221,0.46,0.38,0.38,0.86,0.358	0.321,0.323,0.424,0.467,0.329,0.329	0.078
1233	"ENSMUSG00000021051"	"Ppp2r5e"	chr12	-	75493413	75493515	75515601	75515798	75485131	75485224	75593168	75593332	1233	12,10,7,5,6,7	4,14,4,9,2,7	12,17,18,32,15,23	6,8,5,13,6,4	293	198	0.0185177190925	0.261918655694	0.67,0.326,0.542,0.273,0.67,0.403	0.575,0.589,0.709,0.625,0.628,0.795	-0.173
1234	"ENSMUSG00000024191"	"Bnip1"	chr17	+	26786696	26786788	26789694	26789796	26783444	26783537	26790925	26791044	1234	4,3,0,0,0,1	5,2,1,2,2,5	3,2,5,4,2,4	4,1,8,6,4,7	188	198	0.0387576494508	0.41551805574	0.457,0.612,0.0,0.0,0.0,0.174	0.441,0.678,0.397,0.412,0.345,0.376	-0.234
