ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3524	"ENSMUSG00000029034"	"Ints11"	chr4	+	155885564	155886156	155885564	155885703	155886091	155886156	3524	2,9,0,0,0,0	2,1,0,0,0,2	0,0,2,3,1,0	4,1,0,5,0,7	484	96	1	1.0	0.166,0.641,NA,NA,NA,0.0	0.0,0.0,1.0,0.106,1.0,0.0	-0.082
3525	"ENSMUSG00000029034"	"Ints11"	chr4	+	155888047	155888326	155888047	155888109	155888183	155888326	3525	0,1,0,0,0,0	6,6,2,3,0,0	0,0,0,0,0,0	1,7,7,3,2,2	170	96	1	1.0	0.0,0.086,0.0,0.0,NA,NA	0.0,0.0,0.0,0.0,0.0,0.0	0.021
3526	"ENSMUSG00000067713"	"Prkag1"	chr15	-	98815182	98815359	98815182	98815237	98815313	98815359	3526	3,1,1,0,2,1	10,11,12,5,6,5	1,4,0,1,0,2	5,8,10,12,13,7	172	96	0.732852023151	1.0	0.143,0.048,0.044,0.0,0.157,0.1	0.1,0.218,0.0,0.044,0.0,0.138	-0.001
3527	"ENSMUSG00000082361"	"Btc"	chr5	-	91360745	91362451	91360745	91360853	91362304	91362451	3527	0,1,0,0,0,0	2,2,0,2,0,1	0,1,0,0,0,0	0,0,2,2,0,0	1547	96	1	1.0	0.0,0.03,NA,0.0,NA,0.0	NA,1.0,0.0,0.0,NA,NA	-0.326
3529	"ENSMUSG00000038775"	"Vill"	chr9	+	119058004	119058516	119058004	119058079	119058310	119058516	3529	3,3,0,3,1,2	4,12,1,2,4,0	1,3,1,2,2,5	9,10,9,11,4,13	327	96	0.704727792323	1.0	0.18,0.068,0.0,0.306,0.068,1.0	0.032,0.081,0.032,0.051,0.128,0.101	0.2
3530	"ENSMUSG00000038775"	"Vill"	chr9	+	119067410	119068456	119067410	119067556	119068311	119068456	3530	4,11,0,8,4,7	2,2,0,3,2,4	8,5,6,10,7,18	6,12,4,4,2,6	851	96	1	1.0	0.184,0.383,NA,0.231,0.184,0.165	0.131,0.045,0.145,0.22,0.283,0.253	0.05
3531	"ENSMUSG00000037300"	"Ttc13"	chr8	-	124673447	124673735	124673447	124673527	124673656	124673735	3531	0,0,0,0,0,1	0,2,1,0,0,0	1,1,0,1,0,2	0,0,4,0,1,0	225	96	1	1.0	NA,0.0,0.0,NA,NA,1.0	1.0,1.0,0.0,1.0,0.0,1.0	-0.333
3536	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33538067	33538410	33538067	33538173	33538263	33538410	3536	0,4,1,1,2,4	0,1,0,0,1,0	0,3,0,2,0,3	0,0,0,1,0,0	186	96	1	1.0	NA,0.674,1.0,1.0,0.508,1.0	NA,1.0,NA,0.508,NA,1.0	0.0
3537	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33549479	33550670	33549479	33549609	33550465	33550670	3537	5,9,5,1,5,4	0,0,1,1,0,3	1,2,0,3,1,2	0,3,1,3,0,3	952	96	0.00768782314127	0.223033251132	1.0,1.0,0.335,0.092,1.0,0.119	1.0,0.063,0.0,0.092,1.0,0.063	0.221
3538	"ENSMUSG00000022475"	"Hdac7"	chr15	-	97800694	97802125	97800694	97800802	97802075	97802125	3538	11,8,6,1,9,8	0,2,0,1,0,0	4,12,7,9,13,11	0,1,0,0,0,1	1369	96	0.70633654107	1.0	1.0,0.219,1.0,0.066,1.0,1.0	1.0,0.457,1.0,1.0,1.0,0.435	-0.101
3539	"ENSMUSG00000020818"	"Mfsd11"	chr11	+	116863905	116865956	116863905	116863946	116865890	116865956	3539	1,3,1,0,1,0	1,10,3,2,0,8	1,2,0,4,3,5	3,13,7,13,7,5	2040	96	1	1.0	0.045,0.014,0.015,0.0,1.0,0.0	0.015,0.007,0.0,0.014,0.02,0.045	0.162
3540	"ENSMUSG00000031787"	"Katnb1"	chr8	+	95095888	95096406	95095888	95096019	95096355	95096406	3540	0,0,1,0,0,1	3,3,0,0,2,0	0,0,1,0,2,0	1,3,0,3,1,5	432	96	1	1.0	0.0,0.0,1.0,NA,0.0,1.0	0.0,0.0,1.0,0.0,0.308,0.0	0.182
3543	"ENSMUSG00000073838"	"Tufm"	chr7	+	126489551	126489911	126489551	126489703	126489791	126489911	3543	1,1,0,0,1,1	14,16,5,3,12,8	0,1,1,1,1,1	17,14,26,24,15,18	184	96	1	1.0	0.036,0.032,0.0,0.0,0.042,0.061	0.0,0.036,0.02,0.021,0.034,0.028	0.005
3544	"ENSMUSG00000059183"	"Mtfmt"	chr9	+	65440345	65441688	65440345	65440448	65441612	65441688	3544	3,4,1,6,6,11	2,2,0,0,0,0	2,3,7,4,7,6	2,2,1,3,1,3	1260	96	0.018994946623	0.430218878777	0.103,0.132,1.0,1.0,1.0,1.0	0.071,0.103,0.348,0.092,0.348,0.132	0.523
3546	"ENSMUSG00000023977"	"Ubr2"	chr17	-	46980319	46981442	46980319	46980418	46981353	46981442	3546	1,3,4,4,3,6	0,2,2,0,0,3	3,4,4,5,3,3	0,5,5,3,2,3	1031	96	0.50767140322	1.0	1.0,0.123,0.157,1.0,1.0,0.157	1.0,0.069,0.069,0.134,0.123,0.085	0.326
3547	"ENSMUSG00000020776"	"Fbf1"	chr11	-	116147903	116148228	116147903	116148043	116148120	116148228	3547	2,3,3,1,3,0	7,2,0,5,1,0	1,0,1,0,0,3	3,2,3,2,3,1	173	96	1	1.0	0.137,0.454,1.0,0.1,0.625,NA	0.156,0.0,0.156,0.0,0.0,0.625	0.307
3548	"ENSMUSG00000059552"	"Trp53"	chr11	+	69587371	69588547	69587371	69587632	69588363	69588547	3548	3,2,2,5,1,6	1,8,2,1,4,4	1,8,3,8,4,10	0,5,6,4,7,5	827	96	0.416218508794	1.0	0.258,0.028,0.104,0.367,0.028,0.148	1.0,0.157,0.055,0.188,0.062,0.188	-0.119
3552	"ENSMUSG00000036062"	"Phf24"	chr4	+	42933615	42933997	42933615	42933667	42933778	42933997	3552	0,0,1,0,0,0	0,1,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	207	96	1	1.0	NA,0.0,1.0,NA,NA,NA	1.0,NA,NA,NA,NA,NA	-0.5
3553	"ENSMUSG00000030780"	"BC017158"	chr7	-	128274632	128276143	128274632	128274703	128276085	128276143	3553	11,14,12,16,9,18	1,9,6,4,3,1	7,7,12,11,9,14	1,1,7,6,0,8	1478	96	0.848625479112	1.0	0.417,0.092,0.115,0.206,0.163,0.539	0.313,0.313,0.1,0.106,1.0,0.102	-0.067
3555	"ENSMUSG00000030780"	"BC017158"	chr7	-	128276085	128276412	128276085	128276143	128276227	128276412	3555	0,1,1,1,2,2	2,7,4,4,2,1	0,0,0,1,0,2	0,1,0,8,4,6	180	96	1	1.0	0.0,0.071,0.118,0.118,0.348,0.516	NA,0.0,NA,0.063,0.0,0.151	0.142
3556	"ENSMUSG00000030780"	"BC017158"	chr7	-	128276227	128276565	128276227	128276412	128276494	128276565	3556	1,0,0,0,0,2	5,1,2,3,3,2	0,1,0,1,0,0	1,2,4,1,2,5	178	96	1	1.0	0.097,0.0,0.0,0.0,0.0,0.35	0.0,0.212,0.0,0.35,0.0,0.0	-0.019
3558	"ENSMUSG00000025484"	"Bet1l"	chr7	-	140854764	140855165	140854764	140854821	140855073	140855165	3558	0,2,0,2,0,0	4,6,2,6,0,1	0,0,0,1,0,0	0,0,0,8,3,0	348	96	1	1.0	0.0,0.084,0.0,0.084,NA,0.0	NA,NA,NA,0.033,0.0,NA	0.017
3559	"ENSMUSG00000025484"	"Bet1l"	chr7	-	140854764	140855165	140854764	140854937	140855073	140855165	3559	0,1,0,0,0,0	0,0,0,0,1,0	0,0,0,1,0,0	0,0,0,0,0,0	232	96	1	1.0	NA,1.0,NA,NA,0.0,NA	NA,NA,NA,1.0,NA,NA	-0.5
3560	"ENSMUSG00000014504"	"Srp19"	chr18	+	34331749	34334364	34331749	34331825	34334292	34334364	3560	12,12,9,9,10,10	2,6,6,1,0,4	10,13,5,6,15,22	1,5,6,2,4,11	2563	96	0.528283869783	1.0	0.183,0.07,0.053,0.252,1.0,0.086	0.272,0.089,0.03,0.101,0.123,0.07	0.16
3561	"ENSMUSG00000006575"	"Rundc3a"	chr11	+	102399194	102399463	102399194	102399284	102399382	102399463	3561	0,0,0,0,0,0	0,0,0,0,0,1	0,0,0,0,0,1	0,1,1,0,1,1	194	96	1	1.0	NA,NA,NA,NA,NA,0.0	NA,0.0,0.0,NA,0.0,0.331	-0.083
3562	"ENSMUSG00000006575"	"Rundc3a"	chr11	+	102399614	102400045	102399614	102399780	102399887	102400045	3562	1,1,1,0,0,1	0,1,0,0,0,0	0,0,0,0,0,1	1,1,0,1,0,0	203	96	1	1.0	1.0,0.321,1.0,NA,NA,1.0	0.0,0.0,NA,0.0,NA,1.0	0.58
3563	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156237342	156237728	156237342	156237517	156237599	156237728	3563	1,0,0,1,0,0	5,7,4,4,4,8	0,0,0,0,0,1	0,6,8,4,5,8	178	96	1	1.0	0.097,0.0,0.0,0.119,0.0,0.0	NA,0.0,0.0,0.0,0.0,0.063	0.023
3564	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156242565	156243623	156242565	156242677	156243509	156243623	3564	9,14,6,6,10,9	8,11,3,9,4,7	4,4,17,11,6,17	8,11,7,9,8,14	928	96	0.503783170578	1.0	0.104,0.116,0.171,0.065,0.205,0.117	0.049,0.036,0.201,0.112,0.072,0.112	0.033
3566	"ENSMUSG00000024792"	"Zfpl1"	chr19	-	6082180	6082471	6082180	6082327	6082398	6082471	3566	0,1,1,1,0,1	8,6,2,2,1,9	0,0,0,2,0,1	6,7,9,3,9,7	167	96	1	1.0	0.0,0.087,0.223,0.223,0.0,0.06	0.0,0.0,0.0,0.277,0.0,0.076	0.04
3567	"ENSMUSG00000027710"	"Acad9"	chr3	+	36074349	36075343	36074349	36074456	36075242	36075343	3567	2,3,2,0,1,3	2,5,4,4,1,6	3,2,0,4,3,3	10,14,5,19,9,12	882	96	0.54232941442	1.0	0.098,0.061,0.052,0.0,0.098,0.052	0.032,0.015,0.0,0.022,0.035,0.026	0.038
3568	"ENSMUSG00000027710"	"Acad9"	chr3	+	36087759	36088614	36087759	36087799	36088487	36088614	3568	2,6,5,5,3,4	3,10,8,15,7,6	2,6,3,6,1,6	11,19,15,24,9,19	784	96	0.0638906630148	0.872820583108	0.075,0.068,0.071,0.039,0.05,0.075	0.022,0.037,0.024,0.03,0.013,0.037	0.036
3569	"ENSMUSG00000034171"	"Faah"	chr4	-	115999498	116000088	115999498	115999607	116000048	116000088	3569	0,2,0,0,1,1	9,11,4,9,3,5	1,2,4,2,1,0	8,9,9,9,4,12	537	96	0.116410109626	1.0	0.0,0.031,0.0,0.0,0.056,0.035	0.022,0.038,0.074,0.038,0.043,0.0	-0.016
3570	"ENSMUSG00000034171"	"Faah"	chr4	-	116000048	116000827	116000048	116000088	116000786	116000827	3570	4,9,2,1,3,7	5,6,0,7,4,0	7,8,7,8,3,7	1,6,5,6,4,7	794	96	0.691017195629	1.0	0.088,0.154,1.0,0.017,0.083,1.0	0.458,0.139,0.145,0.139,0.083,0.108	0.212
3571	"ENSMUSG00000034171"	"Faah"	chr4	-	116004713	116005206	116004713	116004754	116004999	116005206	3571	1,2,0,1,2,2	9,15,4,7,8,11	0,0,1,1,0,2	7,7,4,8,11,4	341	96	0.131456855486	1.0	0.03,0.036,0.0,0.039,0.066,0.049	0.0,0.0,0.066,0.034,0.0,0.123	-0.0
3572	"ENSMUSG00000023456"	"Tpi1"	chr6	-	124812620	124812913	124812620	124812705	124812789	124812913	3572	2,1,1,1,0,0	110,149,68,96,74,107	1,2,0,2,0,4	139,189,188,278,159,250	180	96	1	1.0	0.01,0.004,0.008,0.006,0.0,0.0	0.004,0.006,0.0,0.004,0.0,0.008	0.001
3574	"ENSMUSG00000078784"	"1810022K09Rik"	chr3	-	14606288	14607293	14606288	14606408	14607176	14607293	3574	16,15,9,18,13,11	27,29,13,21,13,17	13,12,14,33,21,28	18,29,18,25,19,29	864	96	0.179981536244	1.0	0.062,0.054,0.071,0.087,0.1,0.067	0.074,0.044,0.08,0.128,0.109,0.097	-0.015
3576	"ENSMUSG00000028180"	"Zranb2"	chr3	+	157541699	157543244	157541699	157541821	157543157	157543244	3576	25,29,23,35,15,22	1,0,1,2,0,0	18,33,31,32,22,22	1,0,0,0,0,0	1432	96	1	1.0	0.626,1.0,0.607,0.54,1.0,1.0	0.547,1.0,1.0,1.0,1.0,1.0	-0.129
3577	"ENSMUSG00000028180"	"Zranb2"	chr3	+	157541699	157543244	157541699	157541869	157543157	157543244	3577	21,23,19,33,10,17	14,14,2,5,7,6	14,28,25,24,19,18	13,10,14,18,9,10	1384	96	0.169523294638	1.0	0.094,0.102,0.397,0.314,0.09,0.164	0.07,0.163,0.11,0.085,0.128,0.111	0.082
3579	"ENSMUSG00000026726"	"Cubn"	chr2	-	13427836	13428768	13427836	13428018	13428607	13428768	3579	0,0,0,1,0,0	13,33,14,23,15,21	0,0,0,0,1,0	13,28,33,44,32,38	685	96	1	1.0	0.0,0.0,0.0,0.006,0.0,0.0	0.0,0.0,0.0,0.0,0.004,0.0	0.0
3582	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18584641	18586625	18584641	18584743	18586546	18586625	3582	7,21,2,12,5,6	32,48,24,29,11,19	10,12,6,14,10,17	9,14,19,29,24,33	1899	96	0.0219898316866	0.460062286174	0.011,0.022,0.004,0.02,0.022,0.016	0.053,0.042,0.016,0.024,0.021,0.025	-0.014
3584	"ENSMUSG00000036678"	"Aaas"	chr15	-	102339185	102339418	102339185	102339253	102339324	102339418	3584	2,2,0,0,0,0	0,0,1,1,0,0	0,1,0,1,0,1	3,2,2,5,3,1	167	96	1	1.0	1.0,1.0,0.0,0.0,NA,NA	0.0,0.223,0.0,0.103,0.0,0.365	0.385
3586	"ENSMUSG00000001082"	"Mfsd10"	chr5	-	34634590	34634962	34634590	34634644	34634850	34634962	3586	6,6,0,2,0,2	0,0,0,0,0,0	0,5,3,3,1,2	0,0,1,0,0,1	302	96	1	1.0	1.0,1.0,NA,1.0,NA,1.0	NA,1.0,0.488,1.0,1.0,0.389	0.225
3587	"ENSMUSG00000001082"	"Mfsd10"	chr5	-	34634590	34634962	34634590	34634699	34634850	34634962	3587	3,4,0,1,0,2	0,0,1,2,1,0	0,4,2,3,1,2	3,1,5,1,2,3	247	96	0.646868785068	1.0	1.0,1.0,0.0,0.163,0.0,1.0	0.0,0.609,0.135,0.538,0.163,0.206	0.252
3589	"ENSMUSG00000027367"	"Stard7"	chr2	+	127284094	127284581	127284094	127284303	127284531	127284581	3589	4,2,3,1,4,2	21,39,16,17,20,19	1,3,2,3,1,2	19,36,24,33,29,39	324	96	0.123817235004	1.0	0.053,0.015,0.053,0.017,0.056,0.03	0.015,0.024,0.024,0.026,0.01,0.015	0.018
3591	"ENSMUSG00000068917"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89169614	89170115	3591	7,7,3,11,2,5	0,2,2,2,0,0	4,10,0,11,8,11	2,4,1,0,2,7	787	96	0.248364645698	1.0	1.0,0.299,0.155,0.402,1.0,1.0	0.196,0.234,0.0,1.0,0.328,0.161	0.323
3592	"ENSMUSG00000068917"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89170048	89170115	3592	19,14,7,15,5,11	0,1,1,1,0,0	11,17,5,21,17,25	0,0,0,0,0,1	1221	96	1	1.0	1.0,0.524,0.355,0.541,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.663	-0.207
3593	"ENSMUSG00000068917"	"Clk2"	chr3	+	89169614	89170115	89169614	89169702	89170048	89170115	3593	12,7,4,4,3,6	0,4,1,3,0,3	7,7,5,10,9,14	0,0,1,0,1,2	442	96	1.0188937354e-05	0.00138462296042	1.0,0.275,0.465,0.225,1.0,0.303	1.0,1.0,0.521,1.0,0.662,0.603	-0.253
3594	"ENSMUSG00000026944"	"Abca2"	chr2	+	25446437	25446707	25446437	25446541	25446614	25446707	3594	0,0,0,0,0,1	5,15,1,8,8,3	0,0,0,0,0,0	0,5,3,7,7,6	169	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.159	NA,0.0,0.0,0.0,0.0,0.0	0.026
3595	"ENSMUSG00000021546"	"Hnrnpk"	chr13	-	58393691	58393868	58393691	58393774	58393852	58393868	3595	0,1,0,1,0,1	2,0,0,0,1,0	1,0,0,0,0,1	3,44,0,2,0,14	174	96	1	1.0	0.0,1.0,NA,1.0,0.0,1.0	0.155,0.0,NA,0.0,NA,0.038	0.552
3596	"ENSMUSG00000021546"	"Hnrnpk"	chr13	-	58393852	58394159	58393852	58393868	58394075	58394159	3596	2,1,1,2,1,3	0,0,0,0,0,0	5,2,1,1,1,2	0,47,1,0,0,14	303	96	1.82249648706e-09	9.41137185918e-07	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.013,0.241,1.0,1.0,0.043	0.451
3597	"ENSMUSG00000025792"	"Slc25a10"	chr11	+	120497013	120497461	120497013	120497106	120497383	120497461	3597	6,19,12,15,5,10	52,57,68,69,49,63	8,11,10,13,19,31	79,76,77,97,92,111	373	96	0.810597360534	1.0	0.029,0.079,0.043,0.053,0.026,0.039	0.025,0.036,0.032,0.033,0.05,0.067	0.004
3600	"ENSMUSG00000043733"	"Ptpn11"	chr5	-	121152474	121154526	121152474	121152554	121154429	121154526	3600	0,2,0,2,1,1	7,9,3,10,9,9	1,0,1,5,1,1	9,13,9,13,13,17	1971	96	1	1.0	0.0,0.011,0.0,0.01,0.005,0.005	0.005,0.0,0.005,0.018,0.004,0.003	-0.001
3602	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45568857	45569387	45568857	45569126	45569239	45569387	3602	2,3,0,1,1,1	95,152,57,88,71,117	2,6,2,9,2,0	163,229,174,276,170,238	209	96	1	1.0	0.01,0.009,0.0,0.005,0.006,0.004	0.006,0.012,0.005,0.015,0.005,0.0	-0.002
3604	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45571412	45571911	45571412	45571619	45571764	45571911	3604	0,0,0,0,0,0	131,201,60,110,109,126	0,0,3,1,0,0	214,336,229,344,231,337	241	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.005,0.001,0.0,0.0	-0.001
3606	"ENSMUSG00000034121"	"Mks1"	chr11	+	87857860	87859313	87857860	87857978	87858602	87859313	3606	0,0,0,2,0,1	1,0,0,2,0,1	2,1,0,1,0,0	0,1,0,0,0,0	720	96	1	1.0	0.0,NA,NA,0.118,NA,0.118	1.0,0.118,NA,1.0,NA,NA	-0.627
3607	"ENSMUSG00000001416"	"Cct3"	chr3	+	88299341	88300991	88299341	88299403	88300799	88300991	3607	0,1,2,0,1,4	8,26,3,14,18,14	5,7,2,4,2,5	11,22,13,19,20,28	1492	96	0.765525133883	1.0	0.0,0.002,0.041,0.0,0.004,0.018	0.028,0.02,0.01,0.013,0.006,0.011	-0.004
3608	"ENSMUSG00000001416"	"Cct3"	chr3	+	88300799	88300991	88300799	88300850	88300928	88300991	3608	4,1,1,0,2,0	7,18,13,20,15,17	1,2,1,0,0,5	17,30,29,33,32,31	174	96	0.438264550427	1.0	0.24,0.03,0.041,0.0,0.069,0.0	0.031,0.035,0.019,0.0,0.0,0.082	0.036
3609	"ENSMUSG00000001416"	"Cct3"	chr3	+	88321013	88321507	88321013	88321145	88321443	88321507	3609	4,1,0,0,0,0	23,42,15,19,16,28	1,0,2,3,1,3	28,40,24,53,24,47	394	96	1	1.0	0.041,0.006,0.0,0.0,0.0,0.0	0.009,0.0,0.02,0.014,0.01,0.015	-0.004
3611	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5758799	5759146	5758799	5758860	5758939	5759146	3611	1,2,1,0,1,0	4,18,5,11,7,10	1,0,1,3,1,1	0,13,4,14,11,20	175	96	1	1.0	0.121,0.057,0.099,0.0,0.073,0.0	1.0,0.0,0.121,0.105,0.048,0.027	-0.158
3613	"ENSMUSG00000026721"	"Rabgap1l"	chr1	-	160740751	160740931	160740751	160740799	160740883	160740931	3613	3,4,2,4,3,3	0,0,0,0,0,0	6,6,8,8,4,4	0,2,0,1,0,0	180	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.615,1.0,0.81,1.0,1.0	0.096
3614	"ENSMUSG00000019802"	"Sec63"	chr10	+	42796205	42797733	42796205	42796264	42797682	42797733	3614	0,1,0,0,1,0	6,12,6,9,4,4	1,0,0,0,0,1	7,9,9,15,6,17	1514	96	1	1.0	0.0,0.005,0.0,0.0,0.016,0.0	0.009,0.0,0.0,0.0,0.0,0.004	0.001
3615	"ENSMUSG00000019802"	"Sec63"	chr10	+	42796205	42798855	42796205	42797733	42798746	42798855	3615	0,1,1,0,0,0	3,13,3,8,6,5	0,0,0,1,0,1	9,7,6,13,3,22	1109	96	1	1.0	0.0,0.007,0.028,0.0,0.0,0.0	0.0,0.0,0.0,0.007,0.0,0.004	0.004
3616	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125477	26125564	3616	0,0,0,0,0,0	11,23,9,7,6,19	0,0,0,0,0,1	16,18,12,27,5,18	182	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.028	-0.005
3617	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125499	26125564	3617	1,2,0,1,1,3	0,1,0,0,0,0	3,2,3,2,2,3	0,0,0,0,0,0	204	96	1	1.0	1.0,0.485,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.103
3618	"ENSMUSG00000000148"	"Brat1"	chr5	+	140710137	140711653	140710137	140710292	140711505	140711653	3618	0,2,1,1,0,0	0,0,0,0,0,1	0,0,0,2,0,0	0,0,0,2,0,1	1309	96	1	1.0	NA,1.0,1.0,1.0,NA,0.0	NA,NA,NA,0.068,NA,0.0	0.716
3619	"ENSMUSG00000000148"	"Brat1"	chr5	+	140712504	140713172	140712504	140712877	140713052	140713172	3619	0,0,0,0,0,0	0,3,0,1,2,0	1,0,0,0,0,0	1,1,1,4,1,2	271	96	1	1.0	NA,0.0,NA,0.0,0.0,NA	0.262,0.0,0.0,0.0,0.0,0.0	-0.044
3622	"ENSMUSG00000060373"	"Hnrnpc"	chr14	-	52098014	52098544	52098014	52098040	52098315	52098544	3622	4,10,4,3,2,1	0,0,0,0,0,1	8,4,0,3,2,2	0,0,0,0,0,0	371	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.206	1.0,1.0,NA,1.0,1.0,1.0	-0.132
3623	"ENSMUSG00000052609"	"Plekhg3"	chr12	+	76572394	76573360	76572394	76572658	76573246	76573360	3623	10,10,7,4,9,12	4,8,0,0,2,3	5,4,2,12,4,14	0,4,0,2,0,4	684	96	0.792932792705	1.0	0.26,0.149,1.0,1.0,0.387,0.36	1.0,0.123,1.0,0.457,1.0,0.329	-0.126
3624	"ENSMUSG00000052609"	"Plekhg3"	chr12	+	76572394	76573360	76572394	76572745	76573246	76573360	3624	9,8,6,2,8,11	1,1,0,0,2,2	4,4,1,10,2,14	0,3,2,1,2,2	597	96	0.0688346875678	0.897632137879	0.591,0.563,1.0,1.0,0.391,0.469	1.0,0.177,0.074,0.617,0.139,0.53	0.246
3626	"ENSMUSG00000020859"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092814	94092982	3626	0,0,0,0,0,1	10,11,6,8,5,17	1,0,0,0,1,0	16,25,19,22,18,23	483	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.012	0.012,0.0,0.0,0.0,0.011,0.0	-0.002
3627	"ENSMUSG00000039041"	"Adrm1"	chr2	+	180172855	180174033	180172855	180172972	180173909	180174033	3627	2,6,2,11,4,3	9,27,4,13,14,16	5,4,0,7,2,4	29,32,27,57,28,40	1033	96	0.00263785506865	0.106420965426	0.02,0.02,0.044,0.073,0.026,0.017	0.016,0.011,0.0,0.011,0.007,0.009	0.024
3628	"ENSMUSG00000013593"	"Ndufs2"	chr1	-	171237944	171238372	171237944	171238064	171238286	171238372	3628	2,4,1,3,3,4	71,92,49,51,61,86	0,1,4,4,7,5	59,74,95,132,76,105	318	96	1	1.0	0.008,0.013,0.006,0.017,0.015,0.014	0.0,0.004,0.013,0.009,0.027,0.014	0.001
3629	"ENSMUSG00000029165"	"Agbl5"	chr5	+	30893900	30894510	30893900	30894070	30894374	30894510	3629	1,1,2,1,1,0	4,2,0,2,1,0	1,1,1,0,0,0	1,7,4,9,6,2	400	96	1	1.0	0.057,0.107,1.0,0.107,0.194,NA	0.194,0.033,0.057,0.0,0.0,0.0	0.246
3631	"ENSMUSG00000022550"	"Adck5"	chr15	+	76593937	76594447	76593937	76594051	76594152	76594447	3631	0,3,1,1,2,1	4,2,3,4,0,5	0,0,1,0,0,0	4,1,1,1,1,7	197	96	0.0790876692179	0.972401723432	0.0,0.422,0.14,0.109,1.0,0.089	0.0,0.0,0.328,0.0,0.0,0.0	0.239
3632	"ENSMUSG00000022550"	"Adck5"	chr15	+	76594152	76594447	76594152	76594284	76594363	76594447	3632	1,2,2,1,1,1	2,5,2,1,2,4	3,1,0,1,1,4	2,4,5,5,1,7	175	96	0.628095240143	1.0	0.215,0.18,0.354,0.354,0.215,0.121	0.451,0.121,0.0,0.099,0.354,0.239	0.029
3633	"ENSMUSG00000022550"	"Adck5"	chr15	+	76594528	76594752	76594528	76594610	76594673	76594752	3633	2,1,0,1,0,1	2,5,1,2,1,5	0,2,3,1,2,1	0,1,3,8,1,2	159	96	1	1.0	0.376,0.108,0.0,0.232,0.0,0.108	NA,0.547,0.376,0.07,0.547,0.232	-0.217
3634	"ENSMUSG00000022550"	"Adck5"	chr15	+	76595013	76595453	76595013	76595266	76595336	76595453	3634	1,0,0,1,0,0	5,6,3,7,3,5	0,0,1,0,0,0	1,0,3,8,2,6	166	96	1	1.0	0.104,0.0,0.0,0.076,0.0,0.0	0.0,NA,0.162,0.0,0.0,0.0	-0.002
3636	"ENSMUSG00000068328"	"Aup1"	chr6	+	83055128	83055690	83055128	83055279	83055505	83055690	3636	6,6,4,2,4,3	13,20,10,21,19,30	6,5,7,7,6,9	17,31,23,38,33,43	322	96	0.796400350533	1.0	0.121,0.082,0.107,0.028,0.059,0.029	0.095,0.046,0.083,0.052,0.051,0.059	0.007
3637	"ENSMUSG00000066456"	"Hmgn3"	chr9	-	83109947	83111106	83109947	83110429	83110992	83111106	3637	4,9,5,2,2,6	1,1,0,0,0,0	3,4,6,5,5,3	0,0,0,0,0,1	659	96	1	1.0	0.368,0.567,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.304	-0.061
3638	"ENSMUSG00000066456"	"Hmgn3"	chr9	-	83109947	83111106	83109947	83110429	83111033	83111106	3638	5,11,5,2,2,7	0,5,0,0,0,3	3,4,6,5,5,4	0,0,1,1,0,2	700	96	0.115688302898	1.0	1.0,0.232,1.0,1.0,1.0,0.242	1.0,1.0,0.451,0.407,1.0,0.215	0.067
3639	"ENSMUSG00000030329"	"Pianp"	chr6	+	125001426	125003096	125001426	125001648	125001962	125003096	3639	0,1,2,1,0,1	0,0,2,1,0,0	0,0,0,0,1,3	0,0,0,0,0,1	410	96	1	1.0	NA,1.0,0.19,0.19,NA,1.0	NA,NA,NA,NA,1.0,0.413	-0.112
